token_type,token_address,receiver,amount
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0xbaf20956e444b6583a95fb96f4df2c838e60b1a4,31
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0xc1c41cc93e5f18f6e77c3f5f7240cd5692fb4825,31
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0xcbbfa25947b4e78fd3d09388e2775ac228818a0a,31
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x29e87c059bd4964151a2ec26c1e5a62634fe4430,23
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x4404a912dc2051384911c1c37d560e95d22c47ae,23
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x6933194c91e0178bcc7917100fb69b74ae9db6ac,23
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x7ee5432bb4d615e50c4812c961584e21c060c232,23
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x9de8139cf470557ee9584834b087707b8030a616,23
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0xb8cb87cfbd6c5e26c2cae11a3f5a2e33a82ba0ba,23
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x03b7f682b017742f16378becda9d97b9d5f36c67,15
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x0c5f624c4cd2971e1743d0527789c7d9dcff1be9,15
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x434c9094d1b8bbe4d2b98ae89491cfa546117335,15
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x51f44956c62198c6ea33e2d36aaeca84870510b9,15
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x52a7f4e8904f70ea831ed31511b35aadcb36b1d9,15
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x5af8d51b7b809e661c516080d020c4d98a993c64,15
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x83e302b730023fe3456cb2da098cb7e4aa68febc,15
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x96ba3732343ab59af4272cbc562ae20ac3860a6b,15
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x9827e68f52b6bcbf9b8e96def4a0134e748d97d7,15
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x9afefc6ad149f53956a7eda3a35b4efcc6bf7b25,15
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0xa48ff8592e95ea95305790d635e7117557838be2,15
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0xb141e4ef9070ec7341e2f2877c1ad6027653ab90,15
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0xc1857d326520542e64ddf5bde2687ef664000ffe,15
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0xcc6c6bbf1ea1450439f88daba8590c9bb1d5833e,15
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0xd1b63f22131641b26b06bffcac25dbd1f75a13d6,15
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0xe9d70598fdfc4a7f6992e77770b13ed8aa1897ea,15
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0xedd9b6a6b6a5cacac5007ae295d0bce6323f3a7d,15
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x00cd39130bbeea5e1cf1c772383701824940dcba,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x02d94b6a0fe1e2ba02b5339c1c2cb84ce799d3a6,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x066e6f1c366c01832d651f1855f1a200b2b73b31,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x074b51bed1af226d894b28e631d039e4c6658f11,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x0754e0b5898f76c9bc03a3646d3c9def19a2f04f,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x09d9626c1e6e40517f345aa1c49f3b945c572f6e,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x0a85a9f8dd2dbd8938fd1cc5369e983a8580b246,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x160cf6551ee3d910f673af762d5a2f1bd4855be1,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x19e7f3b19a69f843d908a6d8010c3e3800ac3d7e,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x21790eab4a23756f2e16c5711e33026bdc5a6740,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x24c456cbbcab2066e6b344a02bae0b2e7a8be895,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x283ee752b62c028c33002232ba8900fc867368a8,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x2dde22c26d9427c12f7536f9cd28c266a93b5033,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x2fbf2de396f58d796ff1dd0dc804b48b56530423,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x35036ac0b67a6c2e43931510cfb5efde45314f25,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x36adf331356c2c41c4f473cee305fe5fd8a1c84f,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x3a6a13aa18b37a29c39872cc113569dbcb6cfbb2,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x3fd4b335ca5a81ddfd1e3899a2bd57dca41213e0,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x43db9dd1811d4a89482663abdc6ab6ca0654c591,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x450e45c10b452b7dc3fe61d399ced36ed4b78c9f,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x4d5657730911393313748be8a25cee23a315ad12,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x4e8d857c4afae9387723f40fcec27d5ff3ee2bec,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x5481dda6e80804c6a979e71fab5c13b1db563d56,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x5c443ca22e55e94c1e9bd1ae1f5d3d8e2f612af7,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x5e637a22309b4a3ecc51abe05f5740c70b7e498f,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x5fc0ade9695788611964c26273a4bdb010610c27,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x65c36f813b9a5a63e2c30f3c9a02653cb2dbe2a3,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x66f0fe77825a96c3b393f31f81ec69fd91dafff8,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x6c2fb5d8528243a88d404011397066c76765dae1,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x71d15ba0c5d1ede336cc8d62708dfb04e7cd8d13,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x72b88e7bd586a488f20c6bc3d5f3be7b3caf25fc,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x7402c66b8d9fc2d4500736159a02fd1d3a14181d,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x81d44927bb42fd1114607f3b0bc0354e162e2103,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x8ae3936203e6b0b0963aea8d752523397a9df4cd,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x935d446f8e9fd9607c9b92bd27c719dfc5cd1f05,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x944ef002dbd06f5ff69f36fa2731a29723805714,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x95b1c5b4409b3299b5786276942685f1f125c469,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x9af30d17dad5f6b21eca1bbb7997cb9f61886860,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x9b9a2bbced0f47cb8ec23da0ef60a93cef6c25d5,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x9ee35d42e469532b7bb5dfb2e94fa456e01c9c9f,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x9f6b0fbe614f65ff91ae8d170bf32b2f9d81f64a,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0xa2684d1034f77e7ec91d1a2ec028dc2f1f1904d2,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0xaa056c6381db5fb9ce060269eb19b30b26b025e8,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0xaef6862193d47f0b1c2e30f6e49bebedebc40fdc,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0xb08380f240213287efa7ec6dc3b6f3ecc925a495,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0xb311cb843b1a7e46bf0349ecf96e662da505913a,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0xb531ccf78ad70a7709e42b67db402cc4e3f8442f,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0xc53b7a40d374f5253bb099704bf9951581b7053c,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0xc894f86c8461e6a2e94ab3a7e13a4757130898f2,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0xc8c3b812430aac2e5d9306eb7632dcf93978bf10,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0xcc8407a746f92c35b31483718f817562eaa011ec,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0xd0aba30eed05d9787899a04ea7638408436f7635,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0xd51ffe694ececadf7d8a35c9ec885a9c43a19812,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0xd8a5eff3d9cb47638553c580fa7ad47f619295ca,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0xdcb9e3a95b015e820828d21ca68b688af1389076,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0xdecda2ffbbbce9139ff1ce769d9e1a59bfb6a20c,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0xe3026d701f4cb1dd54b1baf298df624ec8e9dae6,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0xecf8c8e44b5740e45f4b51d7c9a25db80e22bd14,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0xfbeaecbd5a9373b83ac2f283c1f90122d8c4739e,8
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x5141c9b958ca8d2097f29124255951235763bb09,31018
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0xbc997a0206925c0c4637a030af7e1b86be31c544,31017
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x1e4aa52b28b7933a89c091993d3b459564c45487,15509
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0xb3456934ae9a8cca7c2871ecdf2364fdb903fc31,13648
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0xa38cda935b26906d1f3900634b1f7a4915c16011,12407
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0xa770fd77de7619b10301714c7733133b4a520210,7754
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x233c26467e0a929c75f5fffc5e766f0ca063e551,3102
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0xc313c8257ff407926a67ae48fefb68116de8129c,3102
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0xdf8d07dd7cda8a0f5485ecf46483510ac0ca0383,3102
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x2ddd0332b3c9ba245542bb30676eb0462b3e4538,931
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x4ff57f4a622db3dc7017aed300e2bc9e7962f4a1,620
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0xe805517c9d38b7198f9db7c0c247869567dec209,620
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0xf85f074f8b7a6d6d4208fa8fbbef0301de0bb9f7,620
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x18fd80a3b06c540c5b8e4268dccd4615165f32bb,310
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0x24c456cbbcab2066e6b344a02bae0b2e7a8be895,310
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0xa2520159f15408ac76099c4a6338829b13010ff7,310
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0xaef6862193d47f0b1c2e30f6e49bebedebc40fdc,310
erc20,0xa52410B8b3Ce16d3f0E607ce8f86b3b4AC30fE2F,0xcc6c6bbf1ea1450439f88daba8590c9bb1d5833e,310
